"QUESTION_TEXT","OPTIONA","OPTIONB","OPTIONC","OPTIOND","CORRECT_ANSWER","CATEGORY","TOPIC","SUBTOPIC","DIFFICULTY","EXPLANATION","TAGS","TIPS","CORRECTION","SOURCE","POINTS","ACTIVE","TIMES_ANSWERED","TIMES_CORRECT"
"Was ist ein RTOS?","Schnelles OS","Echtzeitbetriebssystem","Remote OS","Recovery OS","B","Geschäftsprozesse","Betriebssysteme","Real-Time OS","2","RTOS garantiert Reaktionszeiten für zeitkritische Anwendungen.","rtos,realtime,embedded","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist systemd?","System-Daemon","Init-System und Service-Manager","Desktop-Manager","Dateisystem","B","Geschäftsprozesse","Betriebssysteme","Systemd","2","systemd ist modernes Init-System in vielen Linux-Distributionen.","systemd,linux,init","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist ein Service Mesh?","Netzwerk-Hardware","Infrastruktur-Layer für Service-Kommunikation","Cloud-Storage","Monitoring-Tool","B","Allgemeinwissen","Cloud Computing","Service Mesh","3","Service Mesh verwaltet Kommunikation zwischen Microservices.","servicemesh,microservices,cloud","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist Terraform?","Programmiersprache","Infrastructure as Code Tool","Container-Platform","Monitoring-Tool","B","Allgemeinwissen","Cloud Computing","Terraform","2","Terraform ermöglicht deklarative Infrastruktur-Verwaltung.","terraform,iac,devops","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist Nested Virtualization?","Mehrere VMs parallel","VM innerhalb einer VM","Container in VM","Backup von VMs","B","Allgemeinwissen","Virtualisierung","Nested Virtualization","3","Nested Virtualization ermöglicht Hypervisor in virtueller Maschine.","nested,virtualisierung,vm","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist der Unterschied?","CapEx=Investition, OpEx=laufende Kosten","Beide sind Investitionen","CapEx=Miete, OpEx=Kauf","Kein Unterschied","A","Geschäftsprozesse","Wirtschaft","CapEx vs OpEx","2","CapEx sind einmalige Investitionen, OpEx operative Ausgaben.","capex,opex,kosten","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist Vendor Lock-in?","Sicherheitsfeature","Abhängigkeit von einem Anbieter","Rabattsystem","Lizenzmodell","B","Geschäftsprozesse","Wirtschaft","Vendor Lock-in","2","Vendor Lock-in erschwert Anbieterwechsel durch Abhängigkeiten.","vendor,lockin,risiko","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was bedeutet OKR?","Objectives and Key Results","Online Knowledge Repository","Operational Key Resources","Organization Knowledge Rules","A","Geschäftsprozesse","Geschäftsprozesse","OKR","2","OKR ist eine Zielsetzungsmethode mit messbaren Ergebnissen.","okr,ziele,management","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was zeigt eine Value Stream Map?","Organigramm","Wertstrom eines Prozesses","Kostenverteilung","Zeitplan","B","Geschäftsprozesse","Geschäftsprozesse","Value Stream Mapping","2","VSM visualisiert Material- und Informationsfluss eines Prozesses.","vsm,wertstrom,lean","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist GraphQL?","Datenbank","Query-Sprache für APIs","Graph-Datenbank","Programmiersprache","B","Anwendungsentwicklung","Programmierung","GraphQL","2","GraphQL ermöglicht präzise API-Abfragen nur benötigter Daten.","graphql,api,query","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist WebAssembly?","JavaScript-Framework","Binärformat für Web-Browser","Web-Server","HTML-Version","B","Anwendungsentwicklung","Programmierung","WebAssembly","2","WebAssembly ermöglicht native Performance im Browser.","wasm,webassembly,performance","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist ZTP?","Manuelle Konfiguration","Automatische Gerätekonfiguration","Backup-System","Sicherheitsprotokoll","B","Vernetzte Systeme","Netzwerktechnik","Zero-Touch Provisioning","2","ZTP konfiguriert Netzwerkgeräte automatisch beim ersten Start.","ztp,automation,netzwerk","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist EVPN?","Ethernet VPN","Enhanced Virtual Private Network","Emergency VPN","External VPN","A","Vernetzte Systeme","Netzwerktechnik","EVPN","3","EVPN ist eine Technologie für Layer 2 VPN über Layer 3 Netzwerke.","evpn,vpn,ethernet","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Wofür sind Time Series DBs optimiert?","Textdaten","Zeitreihendaten","Bilder","Graphen","B","Anwendungsentwicklung","Datenbanken","Time Series DB","2","Time Series DBs sind für zeitgestempelte Daten optimiert.","timeseries,datenbank,iot","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was bedeutet CQRS?","Command Query Responsibility Segregation","Complex Query Response System","Cached Query Result Set","Concurrent Query Request Service","A","Anwendungsentwicklung","Datenbanken","CQRS","3","CQRS trennt Lese- und Schreiboperationen architektonisch.","cqrs,pattern,architektur","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist SOAR?","Security Orchestration, Automation and Response","System Online Alert Response","Software Operation and Recovery","Service Oriented Architecture Response","A","IT-Sicherheit","IT-Sicherheit","SOAR","3","SOAR automatisiert Security-Prozesse und Incident Response.","soar,security,automation","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was bedeutet EDR?","Endpoint Detection and Response","Emergency Data Recovery","Enhanced Data Retention","External Device Recognition","A","IT-Sicherheit","IT-Sicherheit","EDR","2","EDR überwacht und reagiert auf Bedrohungen an Endpunkten.","edr,endpoint,security","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist Intel Optane?","CPU-Typ","3D XPoint Speichertechnologie","Grafikkarte","Netzwerkkarte","B","IT-Systeme","Hardware","Optane","3","Optane ist nicht-flüchtiger Speicher zwischen RAM und SSD.","optane,speicher,intel","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was sind Chiplets?","Kleine Chips","Modulare Die-Bausteine","Chip-Kühler","Chip-Gehäuse","B","IT-Systeme","Hardware","Chiplet","3","Chiplets sind kleine Dies, die zu einem Prozessor kombiniert werden.","chiplet,cpu,architektur","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was sind Linux cgroups?","Control Groups für Ressourcenverwaltung","Benutzergruppen","Dateisystem","Netzwerkgruppen","A","Geschäftsprozesse","Betriebssysteme","cgroups","2","cgroups limitieren und verwalten Ressourcen für Prozessgruppen.","cgroups,linux,container","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist WSL?","Windows Subsystem for Linux","Web Service Layer","Windows Security Layer","Wireless System Link","A","Geschäftsprozesse","Betriebssysteme","WSL","1","WSL ermöglicht Linux-Umgebung unter Windows.","wsl,windows,linux","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist GitOps?","Git-Versionierung","Git als Single Source of Truth für Infrastruktur","GitHub Operations","Git-Protokoll","B","Allgemeinwissen","Cloud Computing","GitOps","2","GitOps nutzt Git für deklarative Infrastruktur und Deployments.","gitops,git,devops","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist Chaos Engineering?","Unkontrollierte Tests","Kontrollierte Fehlereinführung","Zufällige Entwicklung","Notfallplanung","B","Allgemeinwissen","Cloud Computing","Chaos Engineering","3","Chaos Engineering testet Resilienz durch kontrollierte Störungen.","chaos,resilienz,testing","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist SR-IOV?","Single Root I/O Virtualization","System Resource Input Output Virtualization","Secure Remote I/O Virtualization","Standard Rate I/O Virtualization","A","Allgemeinwissen","Virtualisierung","SR-IOV","3","SR-IOV ermöglicht Hardware-Sharing zwischen VMs.","sriov,virtualisierung,performance","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist MRR?","Monthly Recurring Revenue","Maximum Revenue Rate","Minimum Required Resources","Management Resource Ratio","A","Geschäftsprozesse","Wirtschaft","SaaS-Metriken","2","MRR misst wiederkehrende monatliche Einnahmen bei SaaS.","mrr,saas,metriken","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist ein Smart Contract?","Digitaler Vertrag","Selbstausführender Code auf Blockchain","Intelligente KI","Verschlüsselter Vertrag","B","Geschäftsprozesse","Wirtschaft","Blockchain","2","Smart Contracts sind Programme, die auf der Blockchain laufen.","smartcontract,blockchain,ethereum","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist SAFe?","Sicherheitsframework","Scaled Agile Framework","Software Analysis Framework","System Administration Framework","B","Geschäftsprozesse","Geschäftsprozesse","SAFe","2","SAFe skaliert agile Methoden auf Unternehmensebene.","safe,agile,framework","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist ein MVP?","Most Valuable Player","Minimum Viable Product","Maximum Value Proposition","Management Vision Plan","B","Geschäftsprozesse","Geschäftsprozesse","Lean Startup","1","MVP ist die minimalste funktionsfähige Produktversion.","mvp,lean,startup","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was garantiert Rust's Ownership-System?","Performance","Memory Safety ohne Garbage Collector","Parallelität","Portabilität","B","Anwendungsentwicklung","Programmierung","Rust","3","Ownership verhindert Data Races und Memory Leaks zur Compile-Zeit.","rust,ownership,memory","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist der Hauptvorteil von TypeScript?","Schnellere Ausführung","Statische Typisierung für JavaScript","Kleinere Dateien","Bessere Performance","B","Anwendungsentwicklung","Programmierung","TypeScript","1","TypeScript fügt JavaScript statische Typen hinzu.","typescript,types,javascript","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist QUIC?","Quick UDP Internet Connections","Quality Internet Control","Quantum Internet Communication","Query Update Internet Cache","A","Vernetzte Systeme","Netzwerktechnik","QUIC","3","QUIC ist ein UDP-basiertes Transportprotokoll für HTTP/3.","quic,http3,protokoll","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist IBN?","Netzwerk-Automatisierung basierend auf Absichten","Internet-Backbone-Netzwerk","Integriertes Business-Netzwerk","Interne Bandbreiten-Nutzung","A","Vernetzte Systeme","Netzwerktechnik","Intent-Based Networking","3","IBN übersetzt Business-Ziele in Netzwerkkonfiguration.","ibn,automation,intent","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was speichert Event Sourcing?","Nur aktuellen Zustand","Alle Zustandsänderungen als Events","Nur wichtige Daten","Backup-Daten","B","Anwendungsentwicklung","Datenbanken","Event Sourcing","3","Event Sourcing speichert alle Ereignisse statt nur Endzustand.","eventsourcing,pattern,cqrs","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Wofür werden Vector DBs verwendet?","Textsuche","Ähnlichkeitssuche und AI/ML","Transaktionen","Backup","B","Anwendungsentwicklung","Datenbanken","Vector Database","3","Vector DBs speichern und durchsuchen hochdimensionale Vektoren.","vectordb,ai,embedding","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was bedeutet XDR?","Extended Detection and Response","External Data Recovery","Extra Defense Resources","XML Data Response","A","IT-Sicherheit","IT-Sicherheit","XDR","3","XDR integriert Security-Daten über mehrere Ebenen.","xdr,security,detection","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist ZTNA?","Zero Trust Network Access","Zone Transfer Network Authentication","Zentral Terminal Network Access","Zero Tolerance Network Administration","A","IT-Sicherheit","IT-Sicherheit","ZTNA","2","ZTNA implementiert Zero Trust für Netzwerkzugriff.","ztna,zerotrust,access","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist CXL?","Compute Express Link","Central Extension Library","Core Exchange Layer","Cache Extension Logic","A","IT-Systeme","Hardware","CXL","3","CXL ist ein Hochgeschwindigkeits-Interconnect für Prozessoren.","cxl,interconnect,hardware","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was imitiert Neuromorphic Computing?","Quantencomputer","Biologische Neuronale Netze","Grafikkarten","Speicher","B","IT-Systeme","Hardware","Neuromorphic Computing","3","Neuromorphe Chips imitieren Struktur und Funktion des Gehirns.","neuromorphic,ai,hardware","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist eBPF?","extended Berkeley Packet Filter","enhanced Basic Programming Framework","enterprise Business Process Flow","encrypted Backup Protection Feature","A","Geschäftsprozesse","Betriebssysteme","eBPF","3","eBPF ermöglicht programmierbare Kernel-Funktionen ohne Module.","ebpf,linux,kernel","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist ein Unikernel?","Universal Kernel","Single-Application OS","Unix-Kernel","Unified Kernel","B","Geschäftsprozesse","Betriebssysteme","Unikernel","3","Unikernel kompiliert Anwendung und minimalem OS zu einem Image.","unikernel,os,virtualisierung""""Hardware","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Welche Anschlüsse sind typisch für moderne Multifunktionsgeräte?","RJ45, USB Typ A, USB Typ C","VGA, HDMI, DisplayPort","PS/2, Parallel, Serial","FireWire, Thunderbolt, eSATA","A","IT-Systeme","Hardware","Anschlüsse","1","Moderne Multifunktionsgeräte nutzen RJ45 für Netzwerk, USB Typ A für Peripherie und USB Typ C für moderne Geräte.","hardware,anschlüsse,drucker","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Wie berechnet man die monatlichen Druckkosten bei 0,05 EUR pro SW-Seite und 2000 Seiten/Monat?","50 EUR","100 EUR","150 EUR","200 EUR","B","Geschäftsprozesse","Wirtschaft","Kostenrechnung","1","2000 Seiten × 0,05 EUR = 100 EUR pro Monat","kostenrechnung,druck,wirtschaft","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was bedeutet das WLAN-Symbol auf einem Gerät?","Drahtlose Netzwerkverbindung","Bluetooth-Verbindung","USB-Verbindung","Ethernet-Verbindung","A","Vernetzte Systeme","Netzwerk","Symbole","1","Das WLAN-Symbol zeigt die Verfügbarkeit einer drahtlosen Netzwerkverbindung an.","netzwerk,wlan,symbole","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was sollte bei der IT-technischen Betreuung einer Rechtsanwaltskanzlei besonders beachtet werden?","Gaming-Performance","Datensicherheit im E-Mail-Verkehr","Social Media Integration","Cloud-Gaming","B","Allgemeinwissen","IT-Support","Beratung","2","Rechtsanwaltskanzleien verarbeiten sensible Mandantendaten, daher ist Datensicherheit essentiell.","support,sicherheit,beratung","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist wichtig beim Aufbau und Betrieb einer Kanzlei-Webseite?","Viele Animationen","Hohe Druckqualität","Professionelles Auftreten und Datenschutz","Gaming-Features","C","IT-Systeme","Hardware","Webseite","1","Eine Kanzlei-Webseite muss professionell wirken und DSGVO-konform sein.","webseite,kanzlei,datenschutz","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Wie gewichtet man Kriterien in einer Entscheidungsmatrix?","Alle gleich","Nach Wichtigkeit mit Punkten","Zufällig","Alphabetisch","B","Geschäftsprozesse","Wirtschaft","Entscheidungsmatrix","2","Kriterien werden nach ihrer Bedeutung für die Entscheidung gewichtet und mit Punkten bewertet.","entscheidung,matrix,bewertung","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was bedeutet die Angabe '1.200x1.200 dpi' bei einem Drucker?","Druckgeschwindigkeit","Druckauflösung","Papierformat","Speichergröße","B","IT-Systeme","Hardware","Drucker","1","DPI (dots per inch) gibt die Druckauflösung an - je höher, desto detaillierter.","drucker,dpi,auflösung","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Welche Sicherheitsmaßnahme ist für E-Mail-Verkehr in Kanzleien essentiell?","Spam-Filter","Verschlüsselung","Autoresponder","Newsletter","B","IT-Sicherheit","IT-Sicherheit","E-Mail","2","E-Mail-Verschlüsselung schützt vertrauliche Mandantenkommunikation.","email,verschlüsselung,sicherheit","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was gehört zu den Total Cost of Ownership eines Druckers?","Nur Anschaffungspreis","Anschaffung + Wartung + Verbrauchsmaterial","Nur Toner","Nur Papier","B","Geschäftsprozesse","Wirtschaft","TCO","2","TCO umfasst alle Kosten über die gesamte Nutzungsdauer.","tco,drucker,kosten","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was sind funktionale Anforderungen?","Kosten","Was das System tun soll","Wie schnell es sein soll","Welche Farbe es hat","B","Geschäftsprozesse","Projektmanagement","Anforderungen","1","Funktionale Anforderungen beschreiben die gewünschten Funktionen des Systems.","anforderungen,funktional,projekt","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Welcher Kabeltyp eignet sich für Gigabit-Ethernet?","Cat 3","Cat 5e oder höher","Koaxialkabel","Telefonkabel","B","Vernetzte Systeme","Netzwerk","Verkabelung","2","Cat 5e unterstützt Gigabit-Ethernet bis 100m Länge.","netzwerk,kabel,ethernet","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was bedeutet die Scangeschwindigkeit '50 Seiten/min'?","50 Seiten pro Minute einseitig","50 Seiten pro Minute beidseitig","50 MB pro Minute","50 DPI pro Minute","A","IT-Systeme","Hardware","Scanner","1","Die Angabe bezieht sich auf einseitiges Scannen pro Minute.","scanner,geschwindigkeit,hardware","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Über welchen Zeitraum werden IT-Geräte üblicherweise abgeschrieben?","1 Jahr","3 Jahre","10 Jahre","20 Jahre","B","Geschäftsprozesse","Wirtschaft","Abschreibung","2","IT-Hardware wird üblicherweise über 3 Jahre (36 Monate) abgeschrieben.","abschreibung,hardware,afa","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist bei der Ersteinrichtung von Bürogeräten zu beachten?","Nur auspacken","Treiber, Netzwerk, Schulung","Nur anschließen","Nichts Besonderes","B","Allgemeinwissen","Support","Installation","2","Professionelle Einrichtung umfasst Treiberinstallation, Netzwerkeinbindung und Benutzerschulung.","installation,support,einrichtung","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Welche Daten sind nach DSGVO besonders schützenswert?","Öffentliche Daten","Personenbezogene Daten","Wetterdaten","Börsenkurse","B","IT-Sicherheit","Datenschutz","DSGVO","1","Die DSGVO schützt besonders personenbezogene Daten natürlicher Personen.","dsgvo,datenschutz,personendaten","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
"Was ist für die Netzwerkeinbindung eines Druckers nötig?","Nur Stromkabel","IP-Adresse, Subnetzmaske, Gateway","Nur USB","Nur WLAN-Passwort","B","Vernetzte Systeme","Netzwerk","IP-Konfiguration","2","Für Netzwerkdrucker benötigt man vollständige IP-Konfiguration.","netzwerk,drucker,ip","","","ALL_AP1_QUESTIONS","10","TRUE","0","0"
